C:\downloads\data\MNI\bite-us\group1\02\post\sweep_2v\2d\2v.2dus.00001sm.png	1	 -0.286579845018077	 0.568398176267565	 0.771211769149577  197.882789497906 	 -0.92816557848558	 -0.36422620181013	 -0.0764650158847301	 47.2592410155106 	 0.237446101976731 	 -0.737741680488959 	 0.631969547107239 	 -42.5393494364522 	0	0	0	1
C:\downloads\data\MNI\bite-us\group1\02\post\sweep_2v\2d\2v.2dus.00002sm.png	2	 -0.28611561386049	 0.569467754503329	 0.770594844813825  198.07896724476 	 -0.928333040350515	 -0.363953922768871	 -0.0757249385645524	 47.1406943100972 	 0.237351262265034 	 -0.737050892871101 	 0.632810650057149 	 -42.3983176675318 	0	0	0	1
C:\downloads\data\MNI\bite-us\group1\02\post\sweep_2v\2d\2v.2dus.00003sm.png	3	 -0.285574918770736	 0.569901943129589	 0.770474415620222  198.194329350594 	 -0.928364601471078	 -0.364062226664228	 -0.0748118036819376	 46.9608180919743 	 0.23787839856644 	 -0.736661706846096 	 0.63306584879026 	 -42.2648212324354 	0	0	0	1
C:\downloads\data\MNI\bite-us\group1\02\post\sweep_2v\2d\2v.2dus.00004sm.png	4	 -0.285419392180634	 0.570970349537135	 0.76974067556265  198.357293691267 	 -0.928741276645958	 -0.363043784148894	 -0.0750853485843142	 46.7904352776566 	 0.236591233187693 	 -0.736336927459362 	 0.633925455248744 	 -42.1444981888391 	0	0	0	1
C:\downloads\data\MNI\bite-us\group1\02\post\sweep_2v\2d\2v.2dus.00005sm.png	5	 -0.285487565213306	 0.571033619675522	 0.769668455445385  198.418621343391 	 -0.928586023340624	 -0.36351188259174	 -0.0747399279838975	 46.6684640146131 	 0.237117792173055 	 -0.736056870367284 	 0.63405395027338 	 -42.0918010154463 	0	0	0	1
C:\downloads\data\MNI\bite-us\group1\02\post\sweep_2v\2d\2v.2dus.00006sm.png	6	 -0.28484563447569	 0.570483120336245	 0.770314260539561  198.345528845071 	 -0.92865474455834	 -0.363438078628551	 -0.0742433193137172	 46.6845638672895 	 0.237620137886978 	 -0.736520042099472 	 0.633327616282971 	 -42.026153833722 	0	0	0	1
C:\downloads\data\MNI\bite-us\group1\02\post\sweep_2v\2d\2v.2dus.00007sm.png	7	 -0.284943166388925	 0.570133327393892	 0.770537130114707  198.279007094387 	 -0.928533691302916	 -0.363750233112826	 -0.0742286393236399	 46.7419993588249 	 0.237975998881471 	 -0.736636787640377 	 0.633058164957022 	 -42.032524780032 	0	0	0	1
C:\downloads\data\MNI\bite-us\group1\02\post\sweep_2v\2d\2v.2dus.00008sm.png	8	 -0.283619933568513	 0.571060737884536	 0.770338535613654  198.387298683756 	 -0.929193371930256	 -0.362186653337197	 -0.0736169190957172	 46.6113462207367 	 0.236979768848469 	 -0.736688850052158 	 0.63337121009047 	 -41.544919013071 	0	0	0	1
C:\downloads\data\MNI\bite-us\group1\02\post\sweep_2v\2d\2v.2dus.00009sm.png	9	 -0.283062092082798	 0.570981174683517	 0.77060265272758  198.464939884628 	 -0.92897921925274	 -0.363006193839625	 -0.0722705448150849	 46.4988855342182 	 0.238481576274308 	 -0.736347065853528 	 0.633204958888785 	 -41.5339253639495 	0	0	0	1
C:\downloads\data\MNI\bite-us\group1\02\post\sweep_2v\2d\2v.2dus.00010sm.png	10	 -0.282080587573213	 0.570646547114024	 0.771210198479313  198.376631756006 	 -0.92911711790771	 -0.362831692359855	 -0.0713684194280104	 46.5508071897727 	 0.239106510419982 	 -0.736692392580598 	 0.632567291653502 	 -41.2054887234573 	0	0	0	1
