..\bite-us\group1\02\post\sweep_2v\2d\2v.2dus.00001sm.png	1	0.117147059060807	0.158966855985824	-0.0590639139195635	161.11401970625474	-0.0750671451043843	-0.0157614336999882	-0.191294303433363	-36.204215559282254	-0.152048813357164	0.1302654030983	0.0489374824206667	-126.22078322713578	0	0	0	1
..\bite-us\group1\02\post\sweep_2v\2d\2v.2dus.00002sm.png	2	0.11736749950201	0.15883969179311	-0.0589682361892306	161.25678139361523	-0.0750110283006028	-0.0156088844658073	-0.191328817211451	-36.301584181212981	-0.151906441792217	0.130438776349146	0.0489179360196717	-126.22644047252066	0	0	0	1
..\bite-us\group1\02\post\sweep_2v\2d\2v.2dus.00003sm.png	3	0.117456985926787	0.158814868195958	-0.0588567992937436	161.20321518094329	-0.0750333497705787	-0.0154206635553039	-0.191335321937238	-36.431128439744363	-0.151826230418993	0.130491379462683	0.0490265784579707	-126.32677077181395	0	0	0	1
..\bite-us\group1\02\post\sweep_2v\2d\2v.2dus.00004sm.png	4	0.117677184853792	0.158663625236853	-0.058824745367797	161.30149162945293	-0.0748234484188937	-0.0154770482927279	-0.191412954438238	-36.384323606940015	-0.151759293276004	0.130668566769149	0.0487612945363964	-126.36717098968033	0	0	0	1
..\bite-us\group1\02\post\sweep_2v\2d\2v.2dus.00005sm.png	5	0.117690224851012	0.15864873878745	-0.0588387957841238	161.23963396022222	-0.0749199236684985	-0.0154058480996842	-0.191380956836099	-36.529666105186962	-0.151701573413281	0.130695052944404	0.0488698179902458	-126.43778041232153	0	0	0	1
..\bite-us\group1\02\post\sweep_2v\2d\2v.2dus.00006sm.png	6	0.117576766748393	0.158781856057579	-0.0587064942894863	161.08552794766115	-0.0749047126463742	-0.015303484103034	-0.191395120232995	-36.524547737012433	-0.15179703326613	0.130545336568864	0.0489733511050855	-126.50509417276128	0	0	0	1
..\bite-us\group1\02\post\sweep_2v\2d\2v.2dus.00007sm.png	7	0.117504674303013	0.158827795288635	-0.0587265955514133	161.03879681099576	-0.0749690477926366	-0.0153004581742789	-0.191370171238213	-36.565014674850538	-0.151821094562148	0.130489795624287	0.049046693817462	-126.47193857205124	0	0	0	1
..\bite-us\group1\02\post\sweep_2v\2d\2v.2dus.00008sm.png	8	0.11769581392319	0.158786859783354	-0.0584538781542934	160.98068053452528	-0.07464679346465	-0.0151743666838923	-0.191506130973222	-36.681352094226071	-0.151831824643071	0.130554322389355	0.0488413714755869	-126.47273147706221	0	0	0	1
..\bite-us\group1\02\post\sweep_2v\2d\2v.2dus.00009sm.png	9	0.117679415920174	0.158841301207737	-0.0583389073980947	160.90858885629316	-0.0748157010432617	-0.0148968438361687	-0.191461994249966	-36.820348671877454	-0.151761382802518	0.130520053681469	0.0491508929791592	-126.6008272454276	0	0	0	1
..\bite-us\group1\02\post\sweep_2v\2d\2v.2dus.00010sm.png	10	0.117610449063341	0.158966532229726	-0.0581366199767231	160.72666566222611	-0.0747797362284359	-0.0147108922697833	-0.1914904150703	-37.014861632194247	-0.151832554759397	0.130388613836263	0.0492796914875929	-126.54853807090913	0	0	0	1
..\bite-us\group1\02\post\sweep_2v\2d\2v.2dus.00011sm.png	11	0.117637905084353	0.158905122935877	-0.0582487992418826	160.84691673239644	-0.0749019709930901	-0.0147302879276394	-0.191441144672722	-36.951495794815521	-0.151751011175397	0.130461258084392	0.0493386172536591	-126.54045999132246	0	0	0	1
..\bite-us\group1\02\post\sweep_2v\2d\2v.2dus.00012sm.png	12	0.117693674909104	0.158917465359307	-0.0581022963607509	160.77241450515871	-0.0749179434394098	-0.0145181315722467	-0.191451095282896	-37.040660898170984	-0.151699874756837	0.130470005741105	0.0494725672652329	-126.64356285707339	0	0	0	1
..\bite-us\group1\02\post\sweep_2v\2d\2v.2dus.00013sm.png	13	0.117700372461689	0.158971493999643	-0.0579407450586476	160.75609974584285	-0.0747232026596113	-0.014488223876118	-0.191529450491218	-37.121771936811811	-0.151790700211544	0.13040749519524	0.0493586192656055	-126.6091214855235	0	0	0	1
..\bite-us\group1\02\post\sweep_2v\2d\2v.2dus.00014sm.png	14	0.117475671375507	0.159140073825491	-0.0579341077816725	160.64465017570669	-0.0748060689139401	-0.0144972058526208	-0.191496420816323	-37.177846717275095	-0.151923895594331	0.130200719137583	0.0494943795728927	-126.49770440853105	0	0	0	1
..\bite-us\group1\02\post\sweep_2v\2d\2v.2dus.00015sm.png	15	0.117567702846125	0.159128398809833	-0.0577792751466027	160.63322993217761	-0.0748915617886074	-0.0142013560941516	-0.191485165124391	-37.454116741236938	-0.151810541743282	0.130247585451575	0.0497184124851548	-126.48811456610873	0	0	0	1
..\bite-us\group1\02\post\sweep_2v\2d\2v.2dus.00016sm.png	16	0.117649765123058	0.159219928452966	-0.0573586285919449	160.58154278557984	-0.0746238485844701	-0.0138922601016851	-0.191612307248887	-37.766105752778252	-0.151878785065499	0.13016903945009	0.0497156421665817	-126.45317523521555	0	0	0	1
..\bite-us\group1\02\post\sweep_2v\2d\2v.2dus.00017sm.png	17	0.117755183905303	0.15921510794673	-0.0571553256740824	160.59103601267279	-0.0743643119428353	-0.0138284119408378	-0.191717796642147	-37.903014744218311	-0.151924379665468	0.130181733601013	0.0495427980335798	-126.47342807379472	0	0	0	1
..\bite-us\group1\02\post\sweep_2v\2d\2v.2dus.00018sm.png	18	0.117753524550384	0.159258502246798	-0.0570377587443962	160.53306326526706	-0.0741761260947348	-0.0138486246914356	-0.191789227048171	-38.001027938752593	-0.152017634298066	0.130126493823979	0.0494016204684343	-126.4010894807937	0	0	0	1
..\bite-us\group1\02\post\sweep_2v\2d\2v.2dus.00019sm.png	19	0.117787830811185	0.159298698810044	-0.0568544121500962	160.46745669029994	-0.073964128805974	-0.0137957358228475	-0.191874893030163	-38.110784500055473	-0.152094332329674	0.130082902678225	0.049280167237506	-126.44322796744181	0	0	0	1
