C:\downloads\data\MNI\bite-us\group1\02\pre\sweep_2b\2d\2b.2dus.00001sm.png	1	0.103894052788179	0.177064897411813	-0.0183909765521291	176.77614036275719	-0.0311582423028669	-0.00287943582678939	-0.203710073893242	-53.403417268005057	-0.17524993893261	0.105487867987382	0.0253162282952129	-108.32397512769852	0	0	0	1
C:\downloads\data\MNI\bite-us\group1\02\pre\sweep_2b\2d\2b.2dus.00002sm.png	2	0.10402740157805	0.176986010212846	-0.0183963132012291	176.77208286141325	-0.0308589526071553	-0.00304383094625242	-0.203753240336631	-53.426809304079519	-0.175223788707324	0.105615560504921	0.0249624989164063	-108.4300685672027	0	0	0	1
C:\downloads\data\MNI\bite-us\group1\02\pre\sweep_2b\2d\2b.2dus.00003sm.png	3	0.104068427002279	0.176966223845956	-0.018354530923419	176.77690590063855	-0.0306691230848663	-0.00310344083233953	-0.203781002377418	-53.389341883737742	-0.175232755940541	0.10564697634747	0.0247658616620213	-108.45975050242041	0	0	0	1
C:\downloads\data\MNI\bite-us\group1\02\pre\sweep_2b\2d\2b.2dus.00004sm.png	4	0.104064660503034	0.176966962524568	-0.0183687589809867	176.75276470589642	-0.0307811485548212	-0.00305289971147518	-0.203764873405703	-53.475477930864528	-0.175215349476223	0.105647211590461	0.0248877218459742	-108.51382178186441	0	0	0	1
C:\downloads\data\MNI\bite-us\group1\02\pre\sweep_2b\2d\2b.2dus.00005sm.png	5	0.104155754550211	0.176888654533564	-0.01860496646212	176.76586770037244	-0.0309820251855665	-0.00318882182049645	-0.203732347142169	-53.47780285686396	-0.17512579556855	0.105774262707722	0.0249783824558848	-108.61081159763275	0	0	0	1
C:\downloads\data\MNI\bite-us\group1\02\pre\sweep_2b\2d\2b.2dus.00006sm.png	6	0.10425141258574	0.176826655375798	-0.0186583162688011	176.78850817080794	-0.0309855908895653	-0.00323242415478173	-0.203731118490291	-53.489505034672376	-0.175068236682565	0.105876554162628	0.0249485917825963	-108.62303696519528	0	0	0	1
C:\downloads\data\MNI\bite-us\group1\02\pre\sweep_2b\2d\2b.2dus.00007sm.png	7	0.104161566917924	0.176870556932912	-0.018743900479001	176.74303941640198	-0.0310942767846801	-0.00328011139376093	-0.203713797088999	-53.557509895440042	-0.175102442280172	0.105801731073484	0.0250257609203312	-108.58616820209275	0	0	0	1
C:\downloads\data\MNI\bite-us\group1\02\pre\sweep_2b\2d\2b.2dus.00008sm.png	8	0.104555299734171	0.176661805227704	-0.0185185403349115	176.67654066184443	-0.0306004019894982	-0.00325499030304723	-0.203788971638043	-53.779615165628854	-0.174954725742459	0.106150699246287	0.0245774763106248	-108.98101080094992	0	0	0	1
C:\downloads\data\MNI\bite-us\group1\02\pre\sweep_2b\2d\2b.2dus.00009sm.png	9	0.10469695865105	0.176579403375608	-0.0185038835138836	176.6765855434908	-0.0305798997500047	-0.00322756112807524	-0.203792484957713	-53.803364079021989	-0.17487357703364	0.10628855296474	0.024559377208946	-109.0567220787751	0	0	0	1
C:\downloads\data\MNI\bite-us\group1\02\pre\sweep_2b\2d\2b.2dus.00010sm.png	10	0.104691659917698	0.176575666617381	-0.0185693891603241	176.64718413822189	-0.0306665494679911	-0.00325136981780679	-0.203779085735132	-53.890618788415566	-0.174861575114274	0.106294035070623	0.0246210406439804	-109.03486709319706	0	0	0	1
C:\downloads\data\MNI\bite-us\group1\02\pre\sweep_2b\2d\2b.2dus.00011sm.png	11	0.105012468362683	0.176401616800153	-0.0184110521952564	176.51741827653885	-0.0305819287578261	-0.00306784774166966	-0.203794644549718	-54.409594630099349	-0.174683938832018	0.106588072687264	0.0246111691949808	-109.48917569178539	0	0	0	1
C:\downloads\data\MNI\bite-us\group1\02\pre\sweep_2b\2d\2b.2dus.00012sm.png	12	0.105184858421936	0.1763047366049	-0.0183546196752668	176.46950711000724	-0.0305613598986242	-0.0029870949822662	-0.203798928342411	-54.639487709709385	-0.174583791355167	0.106750533735919	0.0246178468247609	-109.69107183019025	0	0	0	1
C:\downloads\data\MNI\bite-us\group1\02\pre\sweep_2b\2d\2b.2dus.00013sm.png	13	0.105227469697701	0.176286096976244	-0.0182892528320644	176.41347732299144	-0.0306075515748059	-0.0028763002288389	-0.203793588017906	-54.806697758389006	-0.174550017965211	0.106784353950077	0.0247105312136111	-109.79103147567781	0	0	0	1
C:\downloads\data\MNI\bite-us\group1\02\pre\sweep_2b\2d\2b.2dus.00014sm.png	14	0.105245395063771	0.176283896122019	-0.0182071431097779	176.38874175141328	-0.030582079181596	-0.00279400167013203	-0.203798555607278	-54.90809245437346	-0.174543675379092	0.106790172119761	0.024730190282192	-109.90478027507552	0	0	0	1
C:\downloads\data\MNI\bite-us\group1\02\pre\sweep_2b\2d\2b.2dus.00015sm.png	15	0.105126024099746	0.176362414710515	-0.0181364519279144	176.38780019849952	-0.0307627486607004	-0.00262147063022503	-0.2037736517155	-54.976074982693127	-0.174583858692202	0.10666482976066	0.0249860284403637	-109.76302460795408	0	0	0	1
C:\downloads\data\MNI\bite-us\group1\02\pre\sweep_2b\2d\2b.2dus.00016sm.png	16	0.105148741194778	0.176349689922137	-0.0181284596567646	176.39608120483931	-0.0308884397410401	-0.00253165555644675	-0.203755771075771	-55.009776845209423	-0.174547981596918	0.106688035520247	0.025137190436031	-109.70450331352264	0	0	0	1
C:\downloads\data\MNI\bite-us\group1\02\pre\sweep_2b\2d\2b.2dus.00017sm.png	17	0.105372531515042	0.176215814657405	-0.0181305075601422	176.47507801771985	-0.0309512637448451	-0.00245824131674624	-0.203747134979466	-55.11364073318429	-0.174401835537213	0.106910724686139	0.0252056208512542	-109.95112194113965	0	0	0	1
